id_venta;fecha;id_cliente;id_producto;id_tienda;id_promocion;cantidad;precio_unitario;descuento
VTA000020;2024-01-01;CLI00230;PROD0547;TIE020;PROMO_NONE;2;53.08;0.0
VTA000020;2024-01-01;CLI00230;PROD0444;TIE013;PROMO_NONE;1;167.46;0.0
VTA000021;2024-01-01;CLI02523;PROD0117;TIE011;PROMO_NONE;2;142.76;0.0
VTA000021;2024-01-01;CLI02523;PROD0073;TIE018;PROMO_NONE;1;108.48;0.0
VTA000022;2024-01-01;CLI00055;PROD0028;TIE014;PROMO_NONE;2;106.73;0.0
VTA000022;2024-01-01;CLI00055;PROD0052;TIE016;PROMO_NONE;1;109.73;0.0
VTA000022;2024-01-01;CLI00055;PROD0014;TIE010;PROMO_NONE;1;92.83;0.0
VTA000023;2024-01-02;CLI02369;PROD0057;TIE005;PROMO_NONE;2;132.26;0.0
VTA000024;2024-01-02;CLI00645;PROD0072;TIE008;PROMO_NONE;2;15.97;0.0
VTA000025;2024-01-02;CLI00164;PROD0087;TIE005;PROMO_NONE;1;78.72;0.0
VTA000025;2024-01-02;CLI00164;PROD0006;TIE009;PROMO_NONE;1;152.27;0.0
VTA000025;2024-01-02;CLI00164;PROD0424;TIE008;PROMO_NONE;2;169.91;0.0
VTA000026;2024-01-02;CLI03954;PROD0060;TIE013;PROMO_NONE;1;22.43;0.0
VTA000026;2024-01-02;CLI03954;PROD0097;TIE016;PROMO_NONE;2;39.61;0.0
VTA000027;2024-01-02;CLI01014;PROD0067;TIE012;PROMO_NONE;1;38.46;0.0
VTA000027;2024-01-02;CLI01014;PROD0092;TIE013;PROMO_NONE;2;215.92;0.0
VTA000028;2024-01-02;CLI04643;PROD0049;TIE019;PROMO_NONE;1;36.23;0.0
VTA000028;2024-01-02;CLI04643;PROD0120;TIE013;PROMO_NONE;1;63.15;0.0
VTA000029;2024-01-02;CLI03540;PROD0017;TIE001;PROMO_NONE;1;89.14;0.0
VTA000030;2024-01-02;CLI03811;PROD0095;TIE014;PROMO_NONE;1;124.12;0.0
VTA000030;2024-01-02;CLI03811;PROD0401;TIE003;PROMO_NONE;2;133.44;0.0
VTA000030;2024-01-02;CLI03811;PROD0097;TIE018;PROMO_NONE;1;40.55;0.0
VTA000031;2024-01-02;CLI00523;PROD0073;TIE016;PROMO_NONE;1;113.92;0.0
VTA000031;2024-01-02;CLI00523;PROD0004;TIE010;PROMO_NONE;1;107.35;0.0
VTA000032;2024-01-02;CLI00898;PROD0097;TIE013;PROMO_NONE;1;40.9;0.0
VTA000032;2024/Dic/2;CLI00898;PROD0460;TIE011;PROMO_NONE;2;108.28;0.0
VTA000033;2024-01-02;CLI00163;PROD0096;TIE008;PROMO_NONE;1;158.62;0.0
VTA000034;2024-01-02;CLI00985;PROD0067;TIE012;PROMO_NONE;1;37.25;0.0
VTA000034;2024-01-02;CLI00985;PROD0013;TIE016;PROMO_NONE;2;28.34;0.0
VTA000034;2024-01-02;CLI00985;PROD0051;TIE004;PROMO_NONE;1;145.14;0.0
VTA000035;2024-01-02;CLI00950;PROD0028;TIE005;PROMO_NONE;2;101.6;0.0
VTA000036;2024-01-02;CLI02127;PROD0028;TIE002;PROMO_NONE;2;105.05;0.0
VTA000037;2024-01-02;CLI01324;PROD0015;TIE013;PROMO_NONE;2;129.23;0.0
VTA000038;2024-01-02;CLI02449;PROD0020;TIE001;PROMO_NONE;2;112.83;0.0
VTA000038;2024-01-02;CLI02449;PROD0592;TIE002;PROMO_NONE;2;97.4;0.0
VTA000039;2024-01-02;CLI02950;PROD0036;TIE011;PROMO_NONE;1;86.0;0.0
VTA000039;2024-01-02;CLI02950;PROD0049;TIE011;PROMO_NONE;1;37.65;0.0
VTA000040;2024-01-02;CLI03215;PROD0002;TIE003;PROMO_NONE;1;80.65;0.0
VTA000040;2024-01-02;CLI03215;PROD0399;TIE001;PROMO_NONE;2;180.49;0.0
VTA000040;2024-01-02;CLI03215;PROD0065;TIE018;PROMO_NONE;2;22.56;0.0
VTA000041;2024-01-02;CLI01110;PROD0080;TIE005;PROMO_NONE;2;121.3;0.0
VTA000041;2024-01-02;CLI01110;PROD0126;TIE012;PROMO_NONE;2;69.58;0.0
VTA000041;2024-01-02;CLI01110;PROD0072;TIE003;PROMO_NONE;2;16.22;0.0
VTA000042;2024-01-03;CLI01711;PROD0018;TIE003;PROMO_NONE;1;137.06;0.0
VTA000042;2024-01-03;CLI01711;PROD0099;TIE015;PROMO_NONE;1;191.22;0.0
VTA000043;2024-01-03;CLI04595;PROD0012;TIE019;PROMO_NONE;1;67.29;0.0
VTA000043;2024-01-03;CLI04595;PROD0085;TIE005;PROMO_NONE;1;152.13;0.0
VTA000044;2024-01-03;CLI00124;PROD0053;TIE006;PROMO_NONE;1;144.48;0.0
VTA000044;2024-01-03;CLI00124;PROD0054;TIE001;PROMO_NONE;1;54.74;0.0
VTA000045;2024-01-03;CLI04668;PROD0021;TIE018;PROMO_NONE;1;72.0;0.0
VTA000046;2024-01-03;CLI01542;PROD0115;TIE008;PROMO_NONE;2;145.63;0.0
VTA000046;2024-01-03;CLI01542;PROD0293;TIE009;PROMO_NONE;1;24.01;0.0
VTA000047;2024-01-03;CLI01358;PROD0007;TIE006;PROMO_NONE;1;134.14;0.0
VTA000047;2024-01-03;CLI01358;PROD0233;TIE006;PROMO_NONE;1;111.54;0.0
VTA000048;2024-01-03;CLI03843;PROD0049;TIE003;PROMO_NONE;1;37.6;0.0
VTA000049;2024-01-03;CLI01931;PROD0115;TIE013;PROMO_NONE;2;153.01;0.0
VTA000050;2024-01-03;CLI00239;PROD0087;TIE011;PROMO_NONE;1;80.28;0.0
VTA000050;2024-01-03;CLI00239;PROD0095;TIE007;PROMO_NONE;1;121.62;0.0
VTA000050;2024-01-03;CLI00239;PROD0028;TIE012;PROMO_NONE;2;106.31;0.0
VTA000051;2024-01-03;CLI03255;PROD0216;TIE008;PROMO_NONE;2;118.29;0.0
VTA000051;2024-01-03;CLI03255;PROD0294;TIE004;PROMO_NONE;1;155.81;0.0
VTA000052;2024-01-03;CLI01388;PROD0071;TIE005;PROMO_NONE;1;130.02;0.0
VTA000053;2024-01-03;CLI01710;PROD0053;TIE011;PROMO_NONE;2;145.38;0.0
VTA000053;2024-01-03;CLI01710;PROD0080;TIE008;PROMO_NONE;1;114.51;0.0
VTA000054;2024-01-03;CLI00764;PROD0332;TIE010;PROMO_NONE;2;105.56;0.0
VTA000054;2024-01-03;CLI00764;PROD0014;TIE005;PROMO_NONE;1;98.86;0.0
VTA000055;03/01/2024;CLI02465;PROD0002;TIE016;PROMO_NONE;1;79.51;0.0
VTA000055;2024-01-03;CLI02465;PROD0429;TIE014;PROMO_NONE;1;126.37;0.0
VTA000055;2024-01-03;CLI02465;PROD0013;TIE008;PROMO_NONE;2;26.37;0.0
VTA000056;2024-01-03;CLI04900;PROD0013;TIE017;PROMO_NONE;1;27.29;0.0
VTA000056;2024-01-03;CLI04900;PROD0006;TIE010;PROMO_NONE;2;151.63;0.0
VTA000057;2024-01-03;CLI04288;PROD0023;TIE001;PROMO_NONE;1;127.28;0.0
VTA000057;2024-01-03;CLI04288;PROD0074;TIE018;PROMO_NONE;1;23.21;0.0
VTA000058;2024-01-03;CLI02355;PROD0087;TIE004;PROMO_NONE;1;79.62;0.0
VTA000058;2024-01-03;CLI02355;PROD0095;TIE018;PROMO_NONE;2;123.7;0.0
VTA000059;2024-01-03;CLI04599;PROD0021;TIE005;PROMO_NONE;1;71.57;0.0
VTA000060;2024-01-03;CLI02513;PROD0213;TIE020;PROMO_NONE;1;3.47;0.0
VTA000060;2024/Dic/3;CLI02513;PROD0091;TIE006;PROMO_NONE;2;19.17;0.0
VTA000061;2024-01-04;CLI03035;PROD0111;TIE014;PROMO_NONE;2;39.87;0.0
VTA000062;2024-01-04;CLI04080;PROD0029;TIE004;PROMO_NONE;1;87.59;0.0
VTA000062;2024-01-04;CLI04080;PROD0009;TIE017;PROMO_NONE;2;72.85;0.0
VTA000063;2024-01-04;CLI02066;PROD0444;TIE007;PROMO_NONE;1;167.03;0.0
VTA000063;2024-01-04;CLI02066;PROD0101;TIE003;PROMO_NONE;2;18.57;0.0
VTA000064;2024-01-04;CLI04362;PROD0099;TIE017;PROMO_NONE;2;194.15;0.0
VTA000064;2024-01-04;CLI04362;PROD0415;TIE014;PROMO_NONE;1;22.62;0.0
VTA000065;2024-01-04;CLI04210;PROD0111;TIE008;PROMO_NONE;2;40.53;0.0
VTA000065;2024-01-04;CLI04210;PROD0022;TIE009;PROMO_NONE;1;135.16;0.0
VTA000066;2024-01-04;CLI00965;PROD0002;TIE016;PROMO_NONE;2;80.84;0.0
VTA000066;2024-01-04;CLI00965;PROD0500;TIE003;PROMO_NONE;1;24.75;0.0
VTA000067;2024-01-04;CLI04719;PROD0101;TIE016;PROMO_NONE;1;19.25;0.0
VTA000067;2024-01-04;CLI04719;PROD0127;TIE016;PROMO_NONE;1;113.98;0.0
VTA000068;2024-01-04;CLI01575;PROD0219;TIE013;PROMO_NONE;1;132.22;0.0
VTA000068;2024-01-04;CLI01575;PROD0096;TIE013;PROMO_NONE;1;158.19;0.0
VTA000069;2024-01-04;CLI02925;PROD0274;TIE012;PROMO_NONE;1;24.29;0.0
VTA000070;2024-01-04;CLI02174;PROD0087;TIE010;PROMO_NONE;1;80.31;0.0
VTA000070;2024-01-04;CLI02174;PROD0099;TIE009;PROMO_NONE;1;192.9;0.0
VTA000071;2024-01-04;CLI02594;PROD0004;TIE007;PROMO_NONE;2;113.91;0.0
VTA000072;2024-01-04;CLI02324;PROD0072;TIE011;PROMO_NONE;1;15.78;0.0
VTA000072;2024-01-04;CLI02324;PROD0074;TIE010;PROMO_NONE;2;23.37;0.0
VTA000073;2024-01-04;CLI00477;PROD0021;TIE011;PROMO_NONE;1;67.22;0.0
VTA000073;2024-01-04;CLI00477;PROD0194;TIE004;PROMO_NONE;1;191.99;0.0
VTA000073;2024-01-04;CLI00477;PROD0088;TIE011;PROMO_NONE;1;180.72;0.0
VTA000074;2024-01-04;CLI03164;PROD0184;TIE020;PROMO_NONE;1;58.75;0.0
VTA000074;2024-01-04;CLI03164;PROD0110;TIE019;PROMO_NONE;1;19.5;0.0
VTA000075;04/01/2024;CLI00752;PROD0025;TIE011;PROMO_NONE;1;113.09;0.0
VTA000075;2024-01-04;CLI00752;PROD0081;TIE009;PROMO_NONE;1;4.13;0.0
VTA000076;2024-01-05;CLI00372;PROD0035;TIE002;PROMO_NONE;1;193.48;0.0
VTA000077;2024-01-05;CLI01596;PROD0528;TIE005;PROMO_NONE;2;159.03;0.0
VTA000077;2024-01-05;CLI01596;PROD0009;TIE004;PROMO_NONE;1;74.58;0.0
VTA000078;2024-01-05;CLI03035;PROD0087;TIE019;PROMO_NONE;1;85.53;0.0
VTA000078;2024-01-05;CLI03035;PROD0478;TIE001;PROMO_NONE;2;48.12;0.0
VTA000078;2024-01-05;CLI03035;PROD0055;TIE010;PROMO_NONE;1;15.7;0.0
VTA000079;2024-01-05;CLI03352;PROD0028;TIE003;PROMO_NONE;1;105.03;0.0
VTA000079;2024-01-05;CLI03352;PROD0589;TIE018;PROMO_NONE;1;93.31;0.0
VTA000080;2024-01-05;CLI01777;PROD0002;TIE005;PROMO_NONE;1;78.57;0.0
VTA000080;2024-01-05;CLI01777;PROD0048;TIE012;PROMO_NONE;1;142.82;0.0
VTA000080;2024-01-05;CLI01777;PROD0027;TIE003;PROMO_NONE;1;23.42;0.0
VTA000081;2024-01-05;CLI03385;PROD0001;TIE008;PROMO_NONE;2;125.31;0.0
VTA000082;2024-01-05;CLI04712;PROD0080;TIE020;PROMO_NONE;1;114.9;0.0
VTA000082;2024-01-05;CLI04712;PROD0077;TIE003;PROMO_NONE;2;35.64;0.0
VTA000082;2024-01-05;CLI04712;PROD0115;TIE001;PROMO_NONE;1;155.08;0.0
VTA000083;2024-01-05;CLI01340;PROD0059;TIE010;PROMO_NONE;1;160.16;0.0
VTA000083;2024-01-05;CLI01340;PROD0015;TIE011;PROMO_NONE;2;138.42;0.0
VTA000084;2024-01-05;CLI00090;PROD0115;TIE003;PROMO_NONE;1;153.47;0.0
VTA000084;2024-01-05;CLI00090;PROD0191;TIE009;PROMO_NONE;2;76.79;0.0
VTA000085;2024-01-05;CLI01278;PROD0030;TIE001;PROMO_NONE;2;129.69;0.0
VTA000086;2024-01-05;CLI01146;PROD0082;TIE015;PROMO_NONE;1;147.1;0.0
VTA000087;2024-01-05;CLI03007;PROD0078;TIE012;PROMO_NONE;1;139.56;0.0
VTA000087;2024-01-05;CLI03007;PROD0018;TIE017;PROMO_NONE;2;134.43;0.0
VTA000087;2024-01-05;CLI03007;PROD0004;TIE012;PROMO_NONE;2;108.77;0.0
VTA000088;2024-01-05;CLI02086;PROD0095;TIE002;PROMO_NONE;2;121.21;0.0
VTA000088;2024-01-05;CLI02086;PROD0040;TIE019;PROMO_NONE;1;130.02;0.0
VTA000089;2024-01-05;CLI02819;PROD0027;TIE006;PROMO_NONE;1;23.03;0.0
VTA000089;2024-01-05;CLI02819;PROD0224;TIE006;PROMO_NONE;2;8.16;0.0
VTA000090;2024-01-05;CLI01705;PROD0049;TIE010;PROMO_NONE;1;37.45;0.0
VTA000090;2024-01-05;CLI01705;PROD0023;TIE002;PROMO_NONE;2;134.94;0.0
VTA000091;2024-01-05;CLI04300;PROD0302;TIE001;PROMO_NONE;1;46.47;0.0
VTA000091;2024-01-05;CLI04300;PROD0095;TIE015;PROMO_NONE;2;126.47;0.0
VTA000091;2024-01-05;CLI04300;PROD0106;TIE011;PROMO_NONE;2;195.15;0.0
VTA000092;2024-01-05;CLI04215;PROD0072;TIE012;PROMO_NONE;1;15.66;0.0
VTA000092;2024-01-05;CLI04215;PROD0073;TIE004;PROMO_NONE;2;112.06;0.0
VTA000093;2024-01-05;CLI02618;PROD0044;TIE016;PROMO_NONE;1;211.67;0.0
VTA000093;2024-01-05;CLI02618;PROD0100;TIE002;PROMO_NONE;2;11.72;0.0
VTA000094;2024-01-05;CLI03506;PROD0022;TIE013;PROMO_NONE;1;130.93;0.0
VTA000094;2024-01-05;CLI03506;PROD0545;TIE005;PROMO_NONE;1;207.84;0.0
VTA000095;2024-01-05;CLI02810;PROD0055;TIE006;PROMO_NONE;1;16.13;0.0
VTA000095;2024-01-05;CLI02810;PROD0115;TIE001;PROMO_NONE;2;143.81;0.0
VTA000095;2024-01-05;CLI02810;PROD0251;TIE008;PROMO_NONE;1;10.4;0.0
VTA000096;2024-01-05;CLI01040;PROD0091;TIE012;PROMO_NONE;2;17.81;0.0
VTA000096;2024-01-05;CLI01040;PROD0500;TIE005;PROMO_NONE;2;24.22;0.0
VTA000096;2024-01-05;CLI01040;PROD0074;TIE012;PROMO_NONE;1;23.68;0.0
VTA000097;2024-01-05;CLI01235;PROD0097;TIE017;PROMO_NONE;1;40.12;
VTA000097;2024-01-05;CLI01235;PROD0051;TIE018;PROMO_NONE;1;135.36;0.0
VTA000098;2024-01-06;CLI01497;PROD0037;TIE009;PROMO_NONE;1;6.3;0.0
VTA000099;2024-01-06;CLI02551;PROD0097;TIE013;PROMO_NONE;1;40.13;0.0
VTA000099;2024-01-06;CLI02551;PROD0046;TIE001;PROMO_NONE;1;160.53;0.0
VTA000099;2024-01-06;CLI02551;PROD0004;TIE017;PROMO_NONE;1;113.05;0.0
VTA000100;2024-01-06;CLI02951;PROD0058;TIE001;PROMO_NONE;2;169.75;0.0
VTA000101;2024-01-06;CLI04441;PROD0063;TIE005;PROMO_NONE;2;118.06;0.0
VTA000101;2024-01-06;CLI04441;PROD0060;TIE015;PROMO_NONE;2;22.56;0.0
VTA000102;2024-01-06;CLI00675;PROD0074;TIE019;PROMO_NONE;1;23.81;0.0
VTA000102;2024-01-06;CLI00675;PROD0286;TIE005;PROMO_NONE;1;38.93;0.0
VTA000102;2024-01-06;CLI00675;PROD0096;TIE009;PROMO_NONE;1;156.95;0.0
VTA000103;2024-01-06;CLI01046;PROD0078;TIE020;PROMO_NONE;1;146.54;0.0
VTA000104;2024-01-06;CLI03254;PROD0156;TIE003;PROMO_NONE;1;19.46;0.0
VTA000105;2024-01-06;CLI04200;PROD0010;TIE020;PROMO_NONE;2;140.32;0.0
VTA000106;2024-01-06;CLI03641;PROD0095;TIE017;PROMO_NONE;1;125.74;0.0
VTA000106;2024-01-06;CLI03641;PROD0018;TIE010;PROMO_NONE;1;129.56;0.0
VTA000107;2024-01-06;CLI02595;PROD0440;TIE010;PROMO_NONE;2;156.36;0.0
VTA000107;2024-01-06;CLI02595;PROD0358;TIE014;PROMO_NONE;1;65.54;0.0
VTA000107;2024-01-06;CLI02595;PROD0078;TIE016;PROMO_NONE;2;138.44;0.0
VTA000108;2024-01-06;CLI04545;PROD0101;TIE001;PROMO_NONE;2;18.18;0.0
VTA000109;2024-01-06;CLI01854;PROD0064;TIE020;PROMO_NONE;1;82.85;0.0
VTA000109;2024-01-06;CLI01854;PROD0092;TIE019;PROMO_NONE;1;204.55;0.0
VTA000110;2024-01-06;CLI01794;PROD0592;TIE012;PROMO_NONE;1;90.38;0.0
VTA000110;2024-01-06;CLI01794;PROD0022;TIE016;PROMO_NONE;2;140.76;0.0
VTA000110;2024-01-06;CLI01794;PROD0023;TIE003;PROMO_NONE;2;135.32;0.0
VTA000111;2024-01-06;CLI03800;PROD0092;TIE010;PROMO_NONE;2;211.04;0.0
VTA000111;2024-01-06;CLI03800;PROD0108;TIE019;PROMO_NONE;2;19.36;0.0
VTA000112;2024-01-06;CLI02582;PROD0033;TIE009;PROMO_NONE;2;91.68;0.0
VTA000112;2024-01-06;CLI02582;PROD0043;TIE019;PROMO_NONE;1;36.92;0.0
VTA000113;2024-01-06;CLI02779;PROD0051;TIE014;PROMO_NONE;1;143.77;0.0
VTA000113;2024-01-06;CLI02779;PROD0055;TIE009;PROMO_NONE;2;16.35;0.0
VTA000114;2024-01-06;CLI04231;PROD0114;TIE005;PROMO_NONE;2;71.49;0.0
VTA000115;2024-01-06;CLI02138;PROD0076;TIE013;PROMO_NONE;1;56.64;0.0
VTA000115;2024-01-06;CLI02138;PROD0048;TIE008;PROMO_NONE;1;136.39;0.0
VTA000116;2024-01-06;CLI02294;PROD0106;TIE011;PROMO_NONE;1;191.91;0.0
VTA000116;2024-01-06;CLI02294;PROD0117;TIE020;PROMO_NONE;1;146.29;0.0
VTA000117;2024-01-06;CLI00033;PROD0082;TIE012;PROMO_NONE;1;150.68;0.0
VTA000117;2024-01-06;CLI00033;PROD0032;TIE015;PROMO_NONE;1;25.49;0.0
VTA000118;2024-01-06;CLI00537;PROD0097;TIE007;PROMO_NONE;1;42.28;0.0
VTA000118;2024-01-06;CLI00537;PROD0473;TIE001;PROMO_NONE;1;145.01;0.0
VTA000118;2024-01-06;CLI00537;PROD0101;TIE005;PROMO_NONE;1;18.83;0.0
VTA000119;2024-01-06;CLI00527;PROD0113;TIE012;PROMO_NONE;1;87.58;0.0
VTA000120;2024-01-07;CLI03926;PROD0097;TIE003;PROMO_NONE;2;41.85;0.0
VTA000121;2024-01-07;CLI02018;PROD0120;TIE013;PROMO_NONE;2;61.17;0.0
VTA000121;2024-01-07;CLI02018;PROD0373;TIE014;PROMO_NONE;2;55.72;0.0
VTA000121;2024-01-07;CLI02018;PROD0007;TIE019;PROMO_NONE;2;128.86;0.0
VTA000122;2024-01-07;CLI01233;PROD0204;TIE001;PROMO_NONE;1;28.7;0.0
VTA000123;2024-01-07;CLI01174;PROD0055;TIE020;PROMO_NONE;1;16.49;0.0
VTA000123;2024-01-07;CLI01174;PROD0028;TIE013;PROMO_NONE;1;105.33;0.0
VTA000123;2024-01-07;CLI01174;PROD0009;TIE016;PROMO_NONE;2;78.87;0.0
VTA000124;2024-01-07;CLI04435;PROD0065;TIE014;PROMO_NONE;1;21.93;0.0
VTA000125;2024-01-07;CLI02353;PROD0099;TIE005;PROMO_NONE;2;191.34;0.0
VTA000125;2024-01-07;CLI02353;PROD0451;TIE005;PROMO_NONE;1;129.86;0.0
VTA000126;2024-01-07;CLI00702;PROD0028;TIE016;PROMO_NONE;1;102.04;0.0
VTA000126;2024-01-07;CLI00702;PROD0186;TIE015;PROMO_NONE;2;102.29;0.0
VTA000127;2024-01-07;CLI04984;PROD0092;TIE020;PROMO_NONE;1;205.21;0.0
VTA000128;2024-01-07;CLI03971;PROD0114;TIE012;PROMO_NONE;2;68.86;0.0
VTA000129;2024-01-07;CLI00443;PROD0022;TIE020;PROMO_NONE;1;131.8;0.0
VTA000130;2024-01-07;CLI00526;PROD0003;TIE013;PROMO_NONE;2;96.98;0.0
VTA000130;2024-01-07;CLI00526;PROD0481;TIE011;PROMO_NONE;2;83.23;0.0
VTA000131;2024-01-07;CLI01043;PROD0073;TIE012;PROMO_NONE;2;108.54;0.0
VTA000131;2024-01-07;CLI01043;PROD0104;TIE003;PROMO_NONE;1;74.3;0.0
VTA000132;2024-01-07;CLI00606;PROD0115;TIE002;PROMO_NONE;1;142.39;0.0
VTA000132;2024-01-07;CLI00606;PROD0125;TIE005;PROMO_NONE;2;147.66;0.0
VTA000133;2024-01-07;CLI04899;PROD0111;TIE009;PROMO_NONE;1;40.07;0.0
VTA000133;2024-01-07;CLI04899;PROD0118;TIE010;PROMO_NONE;2;171.08;0.0
VTA000134;2024-01-07;CLI00855;PROD0579;TIE009;PROMO_NONE;1;107.22;0.0
VTA000134;2024-01-07;CLI00855;PROD0057;TIE008;PROMO_NONE;1;133.93;0.0
VTA000135;2024-01-07;CLI03656;PROD0026;TIE017;PROMO_NONE;2;16.29;0.0
VTA000135;2024-01-07;CLI03656;PROD0022;TIE002;PROMO_NONE;1;132.83;0.0
VTA000135;2024-01-07;CLI03656;PROD0059;TIE009;PROMO_NONE;2;159.11;0.0
VTA000136;2024-01-08;CLI02396;PROD0022;TIE011;PROMO_NONE;1;133.85;0.0
VTA000136;2024-01-08;CLI02396;PROD0559;TIE006;PROMO_NONE;1;160.37;0.0
VTA000137;2024-01-08;CLI02709;PROD0073;TIE015;PROMO_NONE;2;110.8;0.0
VTA000138;2024-01-08;CLI00537;PROD0055;TIE007;PROMO_NONE;2;16.4;0.0
VTA000138;2024-01-08;CLI00537;PROD0063;TIE005;PROMO_NONE;2;117.26;0.0
VTA000139;2024-01-08;CLI02159;PROD0106;TIE018;PROMO_NONE;2;185.77;0.0
VTA000139;2024-01-08;CLI02159;PROD0581;TIE011;PROMO_NONE;1;43.74;0.0
VTA000140;2024-01-08;CLI03139;PROD0546;TIE020;PROMO_NONE;1;38.79;0.0
VTA000141;2024-01-08;CLI03254;PROD0095;TIE011;PROMO_NONE;1;119.86;0.0
VTA000141;2024-01-08;CLI03254;PROD0025;TIE011;PROMO_NONE;1;115.29;0.0
VTA000141;2024-01-08;CLI03254;PROD0054;TIE019;PROMO_NONE;1;59.17;0.0
VTA000142;2024-01-08;CLI03870;PROD0004;TIE001;PROMO_NONE;1;107.77;0.0
VTA000143;2024-01-08;CLI00164;PROD0074;TIE016;PROMO_NONE;1;23.76;0.0
VTA000143;2024-01-08;CLI00164;PROD0286;TIE015;PROMO_NONE;1;38.5;0.0
VTA000144;2024-01-08;CLI01119;PROD0052;TIE004;PROMO_NONE;1;110.36;0.0
VTA000144;2024-01-08;CLI01119;PROD0002;TIE011;PROMO_NONE;1;82.43;0.0
VTA000145;2024-01-08;CLI01356;PROD0035;TIE004;PROMO_NONE;2;184.49;0.0
VTA000145;2024-01-08;CLI01356;PROD0056;TIE017;PROMO_NONE;2;81.08;0.0
